doc_id,midx,date,sent_id,sentence,key,canon,n_statements,formulaic
statement_20140730,4,2014-07-30,25,"Voting against was Charles I. Plosser who objected to the guidance indicating that it likely will be appropriate to maintain the current target range for the federal funds rate for ""a considerable time after the asset purchase program ends,"" because such language is time dependent and does not reflect the considerable economic progress that has been made toward the Committee's goals.",voting against was charles i plosser who objected to the guidance indicating that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends because such language is time dependent and does not reflect the considerable economic progress that has been made toward the committee s goals,voting against was charles i plosser who objected to the guidance indicating that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends because such language is time dependent and does not reflect the considerable economic progress that has been made toward the committee s goals,1,False
statement_20140917,5,2014-09-17,7,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators and inflation moving toward levels the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,10,True
statement_20140917,5,2014-09-17,11,"Beginning in October, the Committee will add to its holdings of agency mortgage-backed securities at a pace of $5 billion per month rather than $10 billion per month, and will add to its holdings of longer-term Treasury securities at a pace of $10 billion per month rather than $15 billion per month.",beginning in october the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,beginning in april the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,4,True
statement_20140917,5,2014-09-17,13,"The Committee's sizable and still-increasing holdings of longer-term securities should maintain downward pressure on longer-term interest rates, support mortgage markets, and help to make broader financial conditions more accommodative, which in turn should promote a stronger economic recovery and help to ensure that inflation, over time, is at the rate most consistent with the Committee's dual mandate.",the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,6,True
statement_20140917,5,2014-09-17,14,"The Committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of Treasury and agency mortgage-backed securities, and employ its other policy tools as appropriate, until the outlook for the labor market has improved substantially in a context of price stability.",the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,6,True
statement_20140917,5,2014-09-17,15,"If incoming information broadly supports the Committee's expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer-run objective, the Committee will end its current program of asset purchases at its next meeting.",if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will end its current program of asset purchases at its next meeting,if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will end its current program of asset purchases at its next meeting,1,False
statement_20140917,5,2014-09-17,16,"However, asset purchases are not on a preset course, and the Committee's decisions about their pace will remain contingent on the Committee's outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,6,True
statement_20140917,5,2014-09-17,18,"In determining how long to maintain the current 0 to 1/4 percent target range for the federal funds rate, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20140917,5,2014-09-17,19,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20140917,5,2014-09-17,20,"The Committee continues to anticipate, based on its assessment of these factors, that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends, especially if projected inflation continues to run below the Committee's 2 percent longer-run goal, and provided that longer-term inflation expectations remain well anchored.",the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,5,True
statement_20140917,5,2014-09-17,21,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20140917,5,2014-09-17,22,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20140917,5,2014-09-17,25,"President Fisher believed that the continued strengthening of the real economy, improved outlook for labor utilization and for general price stability, and continued signs of financial market excess, will likely warrant an earlier reduction in monetary accommodation than is suggested by the Committee's stated forward guidance.",president fisher believed that the continued strengthening of the real economy improved outlook for labor utilization and for general price stability and continued signs of financial market excess will likely warrant an earlier reduction in monetary accommodation than is suggested by the committee s stated forward guidance,president fisher believed that the continued strengthening of the real economy improved outlook for labor utilization and for general price stability and continued signs of financial market excess will likely warrant an earlier reduction in monetary accommodation than is suggested by the committee s stated forward guidance,1,False
statement_20140917,5,2014-09-17,26,"President Plosser objected to the guidance indicating that it likely will be appropriate to maintain the current target range for the federal funds rate for ""a considerable time after the asset purchase program ends,"" because such language is time dependent and does not reflect the considerable economic progress that has been made toward the Committee's goals.",president plosser objected to the guidance indicating that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends because such language is time dependent and does not reflect the considerable economic progress that has been made toward the committee s goals,president plosser objected to the guidance indicating that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends because such language is time dependent and does not reflect the considerable economic progress that has been made toward the committee s goals,1,False
statement_20141029,6,2014-10-29,7,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators and inflation moving toward levels the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,10,True
statement_20141029,6,2014-10-29,9,"Although inflation in the near term will likely be held down by lower energy prices and other factors, the Committee judges that the likelihood of inflation running persistently below 2 percent has diminished somewhat since early this year.",although inflation in the near term will likely be held down by lower energy prices and other factors the committee judges that the likelihood of inflation running persistently below # percent has diminished somewhat since early this year,although inflation in the near term will likely be held down by lower energy prices and other factors the committee judges that the likelihood of inflation running persistently below # percent has diminished somewhat since early this year,1,False
statement_20141029,6,2014-10-29,14,"This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.",this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,21,True
statement_20141029,6,2014-10-29,16,"In determining how long to maintain this target range, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain this target range the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20141029,6,2014-10-29,17,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20141029,6,2014-10-29,18,"The Committee anticipates, based on its current assessment, that it likely will be appropriate to maintain the 0 to 1/4 percent target range for the federal funds rate for a considerable time following the end of its asset purchase program this month, especially if projected inflation continues to run below the Committee's 2 percent longer-run goal, and provided that longer-term inflation expectations remain well anchored.",the committee anticipates based on its current assessment that it likely will be appropriate to maintain the # to # # percent target range for the federal funds rate for a considerable time following the end of its asset purchase program this month especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,the committee anticipates based on its current assessment that it likely will be appropriate to maintain the # to # # percent target range for the federal funds rate for a considerable time following the end of its asset purchase program this month especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,1,False
statement_20141029,6,2014-10-29,21,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20141029,6,2014-10-29,22,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20141029,6,2014-10-29,24,"Voting against the action was Narayana Kocherlakota, who believed that, in light of continued sluggishness in the inflation outlook and the recent slide in market-based measures of longer-term inflation expectations, the Committee should commit to keeping the current target range for the federal funds rate at least until the one-to-two-year ahead inflation outlook has returned to 2 percent and should continue the asset purchase program at its current level.",voting against the action was narayana kocherlakota who believed that in light of continued sluggishness in the inflation outlook and the recent slide in market based measures of longer term inflation expectations the committee should commit to keeping the current target range for the federal funds rate at least until the one to two year ahead inflation outlook has returned to # percent and should continue the asset purchase program at its current level,voting against the action was narayana kocherlakota who believed that in light of continued sluggishness in the inflation outlook and the recent slide in market based measures of longer term inflation expectations the committee should commit to keeping the current target range for the federal funds rate at least until the one to two year ahead inflation outlook has returned to # percent and should continue the asset purchase program at its current level,1,False
statement_20141217,7,2014-12-17,7,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators moving toward levels the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators moving toward levels the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,10,True
statement_20141217,7,2014-12-17,12,"In determining how long to maintain this target range, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain this target range the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20141217,7,2014-12-17,13,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20141217,7,2014-12-17,14,"Based on its current assessment, the Committee judges that it can be patient in beginning to normalize the stance of monetary policy.",based on its current assessment the committee judges that it can be patient in beginning to normalize the stance of monetary policy,based on its current assessment the committee judges that it can be patient in beginning to normalize the stance of monetary policy,2,False
statement_20141217,7,2014-12-17,15,"The Committee sees this guidance as consistent with its previous statement that it likely will be appropriate to maintain the 0 to 1/4 percent target range for the federal funds rate for a considerable time following the end of its asset purchase program in October, especially if projected inflation continues to run below the Committee's 2 percent longer-run goal, and provided that longer-term inflation expectations remain well anchored.",the committee sees this guidance as consistent with its previous statement that it likely will be appropriate to maintain the # to # # percent target range for the federal funds rate for a considerable time following the end of its asset purchase program in october especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,the committee sees this guidance as consistent with its previous statement that it likely will be appropriate to maintain the # to # # percent target range for the federal funds rate for a considerable time following the end of its asset purchase program in october especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,1,False
statement_20141217,7,2014-12-17,19,"This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.",this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,21,True
statement_20141217,7,2014-12-17,20,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20141217,7,2014-12-17,21,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20141217,7,2014-12-17,23,"Voting against the action were Richard W. Fisher, who believed that, while the Committee should be patient in beginning to normalize monetary policy, improvement in the U.S. economic performance since October has moved forward, further than the majority of the Committee envisions, the date when it will likely be appropriate to increase the federal funds rate; Narayana Kocherlakota, who believed that the Committee's decision, in the context of ongoing low inflation and falling market-based measures of longer-term inflation expectations, created undue downside risk to the credibility of the 2 percent inflation target; and Charles I. Plosser, who believed that the statement should not stress the importance of the passage of time as a key element of its forward guidance and, given the improvement in economic conditions, should not emphasize the consistency of the current forward guidance with previous statements.",voting against the action were richard w fisher who believed that while the committee should be patient in beginning to normalize monetary policy improvement in the u s economic performance since october has moved forward further than the majority of the committee envisions the date when it will likely be appropriate to increase the federal funds rate narayana kocherlakota who believed that the committee s decision in the context of ongoing low inflation and falling market based measures of longer term inflation expectations created undue downside risk to the credibility of the # percent inflation target and charles i plosser who believed that the statement should not stress the importance of the passage of time as a key element of its forward guidance and given the improvement in economic conditions should not emphasize the consistency of the current forward guidance with previous statements,voting against the action were richard w fisher who believed that while the committee should be patient in beginning to normalize monetary policy improvement in the u s economic performance since october has moved forward further than the majority of the committee envisions the date when it will likely be appropriate to increase the federal funds rate narayana kocherlakota who believed that the committee s decision in the context of ongoing low inflation and falling market based measures of longer term inflation expectations created undue downside risk to the credibility of the # percent inflation target and charles i plosser who believed that the statement should not stress the importance of the passage of time as a key element of its forward guidance and given the improvement in economic conditions should not emphasize the consistency of the current forward guidance with previous statements,1,False
statement_20150128,8,2015-01-28,8,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,10,True
statement_20150128,8,2015-01-28,13,"In determining how long to maintain this target range, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain this target range the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20150128,8,2015-01-28,14,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20150128,8,2015-01-28,15,"Based on its current assessment, the Committee judges that it can be patient in beginning to normalize the stance of monetary policy.",based on its current assessment the committee judges that it can be patient in beginning to normalize the stance of monetary policy,based on its current assessment the committee judges that it can be patient in beginning to normalize the stance of monetary policy,2,False
statement_20150128,8,2015-01-28,19,"This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.",this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,21,True
statement_20150128,8,2015-01-28,20,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20150128,8,2015-01-28,21,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20150318,9,2015-03-18,8,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,10,True
statement_20150318,9,2015-03-18,13,"In determining how long to maintain this target range, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain this target range the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20150318,9,2015-03-18,14,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20150318,9,2015-03-18,16,The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term.,the committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its # percent objective over the medium term,the committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its # percent objective over the medium term,6,True
statement_20150318,9,2015-03-18,19,"This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.",this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,21,True
statement_20150318,9,2015-03-18,20,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20150318,9,2015-03-18,21,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20150429,10,2015-04-29,8,"Although growth in output and employment slowed during the first quarter, the Committee continues to expect that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.",although growth in output and employment slowed during the first quarter the committee continues to expect that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the committee judges consistent with its dual mandate,although growth in output and employment slowed during the first quarter the committee continues to expect that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the committee judges consistent with its dual mandate,1,False
statement_20150429,10,2015-04-29,13,"In determining how long to maintain this target range, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain this target range the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20150429,10,2015-04-29,14,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20150429,10,2015-04-29,15,The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term.,the committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its # percent objective over the medium term,the committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its # percent objective over the medium term,6,True
statement_20150429,10,2015-04-29,17,"This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions.",this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,this policy by keeping the committee s holdings of longer term securities at sizable levels should help maintain accommodative financial conditions,21,True
statement_20150429,10,2015-04-29,18,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20150429,10,2015-04-29,19,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20150617,11,2015-06-17,7,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators continuing to move toward levels the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,10,True
statement_20150617,11,2015-06-17,12,"In determining how long to maintain this target range, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain this target range the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
